    1024,    8,        128,     13.270,MegaMults/Sec
    1024,   16,         64,     17.350,MegaMults/Sec
    1024,   32,         32,     16.183,MegaMults/Sec
    1024,   64,         16,     15.439,MegaMults/Sec
    1024,  128,          8,     16.770,MegaMults/Sec
    1024,  256,          4,     15.468,MegaMults/Sec
    1024,  512,          2,     15.015,MegaMults/Sec
  524288,    8,      65536,   1310.075,MegaMults/Sec
  524288,   16,      32768,    611.120,MegaMults/Sec
  524288,   32,      16384,   1268.289,MegaMults/Sec
  524288,   64,       8192,    456.056,MegaMults/Sec
  524288,  128,       4096,   1606.846,MegaMults/Sec
  524288,  256,       2048,   1867.688,MegaMults/Sec
  524288,  512,       1024,    408.237,MegaMults/Sec
 1048576,    8,     131072,   1863.453,MegaMults/Sec
 1048576,   16,      65536,   2074.215,MegaMults/Sec
 1048576,   32,      32768,   2971.051,MegaMults/Sec
 1048576,   64,      16384,    404.937,MegaMults/Sec
 1048576,  128,       8192,   1763.599,MegaMults/Sec
 1048576,  256,       4096,    174.494,MegaMults/Sec
 1048576,  512,       2048,   2894.660,MegaMults/Sec
 2097152,    8,     262144,    311.772,MegaMults/Sec
 2097152,   16,     131072,   3791.537,MegaMults/Sec
 2097152,   32,      65536,   4011.485,MegaMults/Sec
 2097152,   64,      32768,   4726.541,MegaMults/Sec
 2097152,  128,      16384,   3899.038,MegaMults/Sec
 2097152,  256,       8192,   5918.640,MegaMults/Sec
 2097152,  512,       4096,   4324.453,MegaMults/Sec
 4194304,    8,     524288,   2405.211,MegaMults/Sec
 4194304,   16,     262144,   4247.108,MegaMults/Sec
 4194304,   32,     131072,   6196.297,MegaMults/Sec
 4194304,   64,      65536,   7770.669,MegaMults/Sec
 4194304,  128,      32768,  10311.293,MegaMults/Sec
 4194304,  256,      16384,   8482.269,MegaMults/Sec
 4194304,  512,       8192,   8504.870,MegaMults/Sec
 8388608,    8,    1048576,   2099.065,MegaMults/Sec
 8388608,   16,     524288,   4955.258,MegaMults/Sec
 8388608,   32,     262144,   6755.065,MegaMults/Sec
 8388608,   64,     131072,   7083.429,MegaMults/Sec
 8388608,  128,      65536,  12313.246,MegaMults/Sec
 8388608,  256,      32768,  11541.330,MegaMults/Sec
 8388608,  512,      16384,  12981.704,MegaMults/Sec
